@ Raw Phidget data, non zeroed, avg constant, then zeroed.
X Axis, Y Axis, Z Axis, X Avg, Y Avg, Z Avg, X Zeroed, Y Zeroed, Z Zeroed
-1.04736,-0.25177,-0.42275,-0.225902,0.0424094,-0.25949,-1.04736,-0.25177,-0.42275,
-0.47937,0.11682,-0.47777,-0.225902,0.0424094,-0.25949,-0.47937,0.11682,-0.47777,
-0.04028,0.05035,-0.24828,-0.225902,0.0424094,-0.25949,-0.04028,0.05035,-0.24828,
-0.33838,-0.02014,-0.14763,-0.225902,0.0424094,-0.25949,-0.33838,-0.02014,-0.14763,
-0.52872,-0.0856,-0.07381,-0.225902,0.0424094,-0.25949,-0.52872,-0.0856,-0.07381,
-0.21149,0.0705,-0.27177,-0.225902,0.0424094,-0.25949,-0.21149,0.0705,-0.27177,
-0.14603,0.1712,-0.4563,-0.225902,0.0424094,-0.25949,-0.14603,0.1712,-0.4563,
-0.30212,0.01511,-0.36236,-0.225902,0.0424094,-0.25949,-0.30212,0.01511,-0.36236,
-0.22659,0.01007,-0.15434,-0.225902,0.0424094,-0.25949,-0.22659,0.01007,-0.15434,
-0.16617,-0.20142,-0.33887,-0.225902,0.0424094,-0.25949,-0.16617,-0.20142,-0.33887,
-0.33838,0.12085,-0.41335,-0.225902,0.0424094,-0.25949,-0.33838,0.12085,-0.41335,
-0.16617,0.13596,-0.23486,-0.225902,0.0424094,-0.25949,-0.16617,0.13596,-0.23486,
-0.26688,0.26184,-0.12079,-0.225902,0.0424094,-0.25949,-0.26688,0.26184,-0.12079,
-0.21652,-0.06042,-0.09394,-0.225902,0.0424094,-0.25949,-0.21652,-0.06042,-0.09394,
-0.1712,0.11078,-0.1644,-0.225902,0.0424094,-0.25949,-0.1712,0.11078,-0.1644,
-0.12589,0.01007,-0.27512,-0.225902,0.0424094,-0.25949,-0.12589,0.01007,-0.27512,
-0.14603,0.05035,-0.18453,-0.225902,0.0424094,-0.25949,-0.14603,0.05035,-0.18453,
-0.26688,-0.01511,-0.31203,-0.225902,0.0424094,-0.25949,-0.26688,-0.01511,-0.31203,
-0.09064,0.06546,-0.17782,-0.225902,0.0424094,-0.25949,-0.09064,0.06546,-0.17782,
-0.34241,-0.10071,-0.21137,-0.225902,0.0424094,-0.25949,-0.34241,-0.10071,-0.21137,
-0.22659,0.03021,-0.359,-0.225902,0.0424094,-0.25949,-0.22659,0.03021,-0.359,
-0.63446,0.45319,-0.24828,-0.225902,0.0424094,-0.25949,-0.63446,0.45319,-0.24828,
-2.08969,3.71613,-2.7378,-0.225902,0.0424094,-0.25949,-2.08969,3.71613,-2.7378,
-1.66672,1.59119,-3.93558,-0.225902,0.0424094,-0.25949,-1.66672,1.59119,-3.93558,
1.54587,-3.08167,-3.6202,-0.225902,0.0424094,-0.25949,1.54587,-3.08167,-3.6202,
0.65964,-0.96176,-1.94934,-0.225902,0.0424094,-0.25949,0.65964,-0.96176,-1.94934,
0.23666,0.87616,-1.31186,-0.225902,0.0424094,-0.25949,0.23666,0.87616,-1.31186,
1.10275,0.8963,-1.62724,-0.225902,0.0424094,-0.25949,1.10275,0.8963,-1.62724,
-0.15106,0.39276,-0.71465,-0.225902,0.0424094,-0.25949,-0.15106,0.39276,-0.71465,
-1.48544,-0.13092,0.31538,-0.225902,0.0424094,-0.25949,-1.48544,-0.13092,0.31538,
-2.83997,0.62943,1.33199,-0.225902,0.0424094,-0.25949,-2.83997,0.62943,1.33199,
-3.16223,0.68079,1.3018,-0.225902,0.0424094,-0.25949,-3.16223,0.68079,1.3018,
-2.00912,-0.25681,1.01661,-0.225902,0.0424094,-0.25949,-2.00912,-0.25681,1.01661,
-0.24673,-0.29709,-0.20802,-0.225902,0.0424094,-0.25949,-0.24673,-0.29709,-0.20802,
-0.63446,-0.29709,-0.35229,-0.225902,0.0424094,-0.25949,-0.63446,-0.29709,-0.35229,
-0.38269,-0.98694,-0.13756,-0.225902,0.0424094,-0.25949,-0.38269,-0.98694,-0.13756,
-0.16617,0.11581,-0.37578,-0.225902,0.0424094,-0.25949,-0.16617,0.11581,-0.37578,
-0.19135,0.58914,-0.25835,-0.225902,0.0424094,-0.25949,-0.19135,0.58914,-0.25835,
-0.44312,-0.05539,-0.01678,-0.225902,0.0424094,-0.25949,-0.44312,-0.05539,-0.01678,
-0.57907,0.08057,0.0671,-0.225902,0.0424094,-0.25949,-0.57907,0.08057,0.0671,
-0.50858,0.14099,0.01007,-0.225902,0.0424094,-0.25949,-0.50858,0.14099,0.01007,
-0.26688,0.94666,-0.6207,-0.225902,0.0424094,-0.25949,-0.26688,0.94666,-0.6207,
0.30615,-0.13293,-0.48582,-0.225902,0.0424094,-0.25949,0.30615,-0.13293,-0.48582,
0.62439,-0.93658,-0.47308,-0.225902,0.0424094,-0.25949,0.62439,-0.93658,-0.47308,
0.40283,-0.66971,-0.25499,-0.225902,0.0424094,-0.25949,0.40283,-0.66971,-0.25499,
0.01007,0.30716,-0.31874,-0.225902,0.0424094,-0.25949,0.01007,0.30716,-0.31874,
-0.13092,0.0705,-0.19795,-0.225902,0.0424094,-0.25949,-0.13092,0.0705,-0.19795,
-0.15106,-0.12085,-0.19795,-0.225902,0.0424094,-0.25949,-0.15106,-0.12085,-0.19795,
-0.50858,-0.14603,-0.40262,-0.225902,0.0424094,-0.25949,-0.50858,-0.14603,-0.40262,
-0.46326,0.45319,-0.33887,-0.225902,0.0424094,-0.25949,-0.46326,0.45319,-0.33887,
-0.18127,-0.04532,-0.40933,-0.225902,0.0424094,-0.25949,-0.18127,-0.04532,-0.40933,
-0.01007,0.02014,-0.15434,-0.225902,0.0424094,-0.25949,-0.01007,0.02014,-0.15434,
-0.22659,0.11581,-0.25164,-0.225902,0.0424094,-0.25949,-0.22659,0.11581,-0.25164,
-0.05539,0.13092,-0.34222,-0.225902,0.0424094,-0.25949,-0.05539,0.13092,-0.34222,
-0.23163,0.11581,-0.21137,-0.225902,0.0424094,-0.25949,-0.23163,0.11581,-0.21137,
-0.33234,-0.11078,-0.27177,-0.225902,0.0424094,-0.25949,-0.33234,-0.11078,-0.27177,
-0.25177,-0.09064,-0.33551,-0.225902,0.0424094,-0.25949,-0.25177,-0.09064,-0.33551,
-0.24673,0.07553,-0.44288,-0.225902,0.0424094,-0.25949,-0.24673,0.07553,-0.44288,
-0.52368,0.10574,-0.37242,-0.225902,0.0424094,-0.25949,-0.52368,0.10574,-0.37242,
-0.38773,0.04532,-0.26506,-0.225902,0.0424094,-0.25949,-0.38773,0.04532,-0.26506,
-0.31723,-0.22659,-0.11407,-0.225902,0.0424094,-0.25949,-0.31723,-0.22659,-0.11407,
-0.3273,-0.18127,-0.24493,-0.225902,0.0424094,-0.25949,-0.3273,-0.18127,-0.24493,
-0.30212,-0.06042,-0.24493,-0.225902,0.0424094,-0.25949,-0.30212,-0.06042,-0.24493,
-0.10574,0.05539,-0.36236,-0.225902,0.0424094,-0.25949,-0.10574,0.05539,-0.36236,
-0.38672,-0.06042,-0.23352,-0.225902,0.0424094,-0.25949,-0.38672,-0.06042,-0.23352,
-0.38269,-0.08057,-0.21473,-0.225902,0.0424094,-0.25949,-0.38269,-0.08057,-0.21473,
-0.47836,-0.03525,-0.1644,-0.225902,0.0424094,-0.25949,-0.47836,-0.03525,-0.1644,
-0.19638,-0.17624,-0.21137,-0.225902,0.0424094,-0.25949,-0.19638,-0.17624,-0.21137,
-0.3273,0.04532,-0.43952,-0.225902,0.0424094,-0.25949,-0.3273,0.04532,-0.43952,
-0.69287,0.38269,-0.13957,-0.225902,0.0424094,-0.25949,-0.69287,0.38269,-0.13957,
-0.82077,0.83084,-0.25164,-0.225902,0.0424094,-0.25949,-0.82077,0.83084,-0.25164,
0.97687,0.36255,-2.11374,-0.225902,0.0424094,-0.25949,0.97687,0.36255,-2.11374,
1.83792,0.50858,-3.48599,-0.225902,0.0424094,-0.25949,1.83792,0.50858,-3.48599,
1.49551,0.20645,-2.98608,-0.225902,0.0424094,-0.25949,1.49551,0.20645,-2.98608,
1.48544,-0.45822,-3.50613,-0.225902,0.0424094,-0.25949,1.48544,-0.45822,-3.50613,
1.04233,0.14603,-2.46603,-0.225902,0.0424094,-0.25949,1.04233,0.14603,-2.46603,
0.46326,0.0705,-1.2045,-0.225902,0.0424094,-0.25949,0.46326,0.0705,-1.2045,
-0.42297,-0.06042,-0.35229,-0.225902,0.0424094,-0.25949,-0.42297,-0.06042,-0.35229,
-0.41794,0.38269,-0.30867,-0.225902,0.0424094,-0.25949,-0.41794,0.38269,-0.30867,
-0.46829,0.38269,-0.37913,-0.225902,0.0424094,-0.25949,-0.46829,0.38269,-0.37913,
-0.60928,0.80063,-0.30532,-0.225902,0.0424094,-0.25949,-0.60928,0.80063,-0.30532,
0.05035,0.39276,-0.11743,-0.225902,0.0424094,-0.25949,0.05035,0.39276,-0.11743,
0.04834,-2.53784,2.57943,-0.225902,0.0424094,-0.25949,0.04834,-2.53784,2.57943,
2.34146,-3.66577,2.29492,-0.225902,0.0424094,-0.25949,2.34146,-3.66577,2.29492,
0.03021,-0.76035,1.21792,-0.225902,0.0424094,-0.25949,0.03021,-0.76035,1.21792,
-1.73721,2.05444,0.81866,-0.225902,0.0424094,-0.25949,-1.73721,2.05444,0.81866,
-2.20551,3.84201,0.32545,-0.225902,0.0424094,-0.25949,-2.20551,3.84201,0.32545,
-3.76144,2.21054,2.02651,-0.225902,0.0424094,-0.25949,-3.76144,2.21054,2.02651,
-5.29221,2.17529,3.05654,-0.225902,0.0424094,-0.25949,-5.29221,2.17529,3.05654,
-1.49551,-1.0524,0.75491,-0.225902,0.0424094,-0.25949,-1.49551,-1.0524,0.75491,
1.03729,1.0675,-1.14746,-0.225902,0.0424094,-0.25949,1.03729,1.0675,-1.14746,
-0.23666,0.52368,-0.57373,-0.225902,0.0424094,-0.25949,-0.23666,0.52368,-0.57373,
-0.81573,0.32227,-0.21808,-0.225902,0.0424094,-0.25949,-0.81573,0.32227,-0.21808,
-0.69489,-1.73721,-0.15769,-0.225902,0.0424094,-0.25949,-0.69489,-1.73721,-0.15769,
-0.69489,-1.59622,-0.43952,-0.225902,0.0424094,-0.25949,-0.69489,-1.59622,-0.43952,
-0.06042,0.87112,-0.74149,-0.225902,0.0424094,-0.25949,-0.06042,0.87112,-0.74149,
-0.27393,0.11682,-0.36236,-0.225902,0.0424094,-0.25949,-0.27393,0.11682,-0.36236,
-0.27393,-0.76941,-0.03221,-0.225902,0.0424094,-0.25949,-0.27393,-0.76941,-0.03221,
-0.4129,-0.21149,-0.2617,-0.225902,0.0424094,-0.25949,-0.4129,-0.21149,-0.2617,
-0.21149,-0.13092,-0.12414,-0.225902,0.0424094,-0.25949,-0.21149,-0.13092,-0.12414,
-0.14603,0.18127,-0.29861,-0.225902,0.0424094,-0.25949,-0.14603,0.18127,-0.29861,
-0.1561,0.61935,-0.33551,-0.225902,0.0424094,-0.25949,-0.1561,0.61935,-0.33551,
-0.45822,-0.04028,-0.30532,-0.225902,0.0424094,-0.25949,-0.45822,-0.04028,-0.30532,
-0.53375,-0.40787,-0.04362,-0.225902,0.0424094,-0.25949,-0.53375,-0.40787,-0.04362,
-0.6395,0.77042,-0.23486,-0.225902,0.0424094,-0.25949,-0.6395,0.77042,-0.23486,
-1.00204,1.67175,-0.59051,-0.225902,0.0424094,-0.25949,-1.00204,1.67175,-0.59051,
1.27396,0.86609,-2.58011,-0.225902,0.0424094,-0.25949,1.27396,0.86609,-2.58011,
1.85806,-0.04028,-2.84516,-0.225902,0.0424094,-0.25949,1.85806,-0.04028,-2.84516,
1.56601,0.08057,-3.10015,-0.225902,0.0424094,-0.25949,1.56601,0.08057,-3.10015,
1.49551,0.6395,-2.48281,-0.225902,0.0424094,-0.25949,1.49551,0.6395,-2.48281,
0.84192,0.07251,-1.5541,-0.225902,0.0424094,-0.25949,0.84192,0.07251,-1.5541,
0.26184,-0.08057,-0.97635,-0.225902,0.0424094,-0.25949,0.26184,-0.08057,-0.97635,
0.36255,0.25177,-0.93944,-0.225902,0.0424094,-0.25949,0.36255,0.25177,-0.93944,
1.74225,0.13596,-2.75122,-0.225902,0.0424094,-0.25949,1.74225,0.13596,-2.75122,
1.707,0.40283,-3.35179,-0.225902,0.0424094,-0.25949,1.707,0.40283,-3.35179,
0.43304,0.0856,-1.77487,-0.225902,0.0424094,-0.25949,0.43304,0.0856,-1.77487,
-1.61636,-1.12289,0.58044,-0.225902,0.0424094,-0.25949,-1.61636,-1.12289,0.58044,
-2.68387,0.27191,1.05687,-0.225902,0.0424094,-0.25949,-2.68387,0.27191,1.05687,
-3.26294,1.65665,0.93944,-0.225902,0.0424094,-0.25949,-3.26294,1.65665,0.93944,
-5.30731,4.64767,0.56702,-0.225902,0.0424094,-0.25949,-5.30731,4.64767,0.56702,
-4.84909,-4.12903,2.09025,-0.225902,0.0424094,-0.25949,-4.84909,-4.12903,2.09025,
-5.87631,-5.66483,3.18739,-0.225902,0.0424094,-0.25949,-5.87631,-5.66483,3.18739,
0.46326,-1.60126,-0.22479,-0.225902,0.0424094,-0.25949,0.46326,-1.60126,-0.22479,
0.96176,2.49252,-0.35565,-0.225902,0.0424094,-0.25949,0.96176,2.49252,-0.35565,
-0.0705,0.46326,-0.21808,-0.225902,0.0424094,-0.25949,-0.0705,0.46326,-0.21808,
-0.55389,-0.38773,-0.16105,-0.225902,0.0424094,-0.25949,-0.55389,-0.38773,-0.16105,
-0.42297,-0.70496,-0.11743,-0.225902,0.0424094,-0.25949,-0.42297,-0.70496,-0.11743,
-0.11078,0.29205,-0.34893,-0.225902,0.0424094,-0.25949,-0.11078,0.29205,-0.34893,
-0.24573,0.4834,-0.55024,-0.225902,0.0424094,-0.25949,-0.24573,0.4834,-0.55024,
-0.35248,-0.09567,-0.21808,-0.225902,0.0424094,-0.25949,-0.35248,-0.09567,-0.21808,
-0.44312,-0.34241,-0.24157,-0.225902,0.0424094,-0.25949,-0.44312,-0.34241,-0.24157,
-0.53879,0.14603,-0.4563,-0.225902,0.0424094,-0.25949,-0.53879,0.14603,-0.4563,
-0.06042,0.54886,-0.44288,-0.225902,0.0424094,-0.25949,-0.06042,0.54886,-0.44288,
-0.13596,0.21149,-0.20802,-0.225902,0.0424094,-0.25949,-0.13596,0.21149,-0.20802,
-0.54382,-0.20142,-0.24493,-0.225902,0.0424094,-0.25949,-0.54382,-0.20142,-0.24493,
-0.18127,-0.11078,-0.39926,-0.225902,0.0424094,-0.25949,-0.18127,-0.11078,-0.39926,
-0.21652,0.19638,-0.33887,-0.225902,0.0424094,-0.25949,-0.21652,0.19638,-0.33887,
-0.11078,0.14603,-0.53682,-0.225902,0.0424094,-0.25949,-0.11078,0.14603,-0.53682,
-0.28198,0.09064,-0.40262,-0.225902,0.0424094,-0.25949,-0.28198,0.09064,-0.40262,
0.03021,0.18127,-0.15434,-0.225902,0.0424094,-0.25949,0.03021,0.18127,-0.15434,
0.17624,0.40283,-0.13756,-0.225902,0.0424094,-0.25949,0.17624,0.40283,-0.13756,
-0.04028,0.02518,-0.22144,-0.225902,0.0424094,-0.25949,-0.04028,0.02518,-0.22144,
-0.22156,-0.07553,0.02684,-0.225902,0.0424094,-0.25949,-0.22156,-0.07553,0.02684,
-0.47534,0.06848,-0.32478,-0.225902,0.0424094,-0.25949,-0.47534,0.06848,-0.32478,
-0.35248,0.02518,-0.26506,-0.225902,0.0424094,-0.25949,-0.35248,0.02518,-0.26506,
-0.55389,0.06042,-0.07717,-0.225902,0.0424094,-0.25949,-0.55389,0.06042,-0.07717,
-0.4129,-0.05035,-0.25835,-0.225902,0.0424094,-0.25949,-0.4129,-0.05035,-0.25835,
-0.45319,0.16113,-0.24157,-0.225902,0.0424094,-0.25949,-0.45319,0.16113,-0.24157,
-0.21149,0.02518,-0.32209,-0.225902,0.0424094,-0.25949,-0.21149,0.02518,-0.32209,
-0.29205,0.08057,-0.41604,-0.225902,0.0424094,-0.25949,-0.29205,0.08057,-0.41604,
-0.09567,0.23666,-0.37242,-0.225902,0.0424094,-0.25949,-0.09567,0.23666,-0.37242,
-0.09668,0.04834,-0.34357,-0.225902,0.0424094,-0.25949,-0.09668,0.04834,-0.34357,
-0.2417,0.06546,-0.359,-0.225902,0.0424094,-0.25949,-0.2417,0.06546,-0.359,
-0.14099,0.2417,-0.34222,-0.225902,0.0424094,-0.25949,-0.14099,0.2417,-0.34222,
-0.46326,-0.0705,-0.29525,-0.225902,0.0424094,-0.25949,-0.46326,-0.0705,-0.29525,
-0.31219,-0.08057,-0.13421,-0.225902,0.0424094,-0.25949,-0.31219,-0.08057,-0.13421,
-0.05035,0.06042,-0.36907,-0.225902,0.0424094,-0.25949,-0.05035,0.06042,-0.36907,
-0.23163,0.20142,-0.25835,-0.225902,0.0424094,-0.25949,-0.23163,0.20142,-0.25835,
-0.36255,-0.01007,-0.20466,-0.225902,0.0424094,-0.25949,-0.36255,-0.01007,-0.20466,
-0.35751,-0.21149,-0.13756,-0.225902,0.0424094,-0.25949,-0.35751,-0.21149,-0.13756,
-0.39276,0.13596,-0.26841,-0.225902,0.0424094,-0.25949,-0.39276,0.13596,-0.26841,
-0.21652,-0.18127,-0.28183,-0.225902,0.0424094,-0.25949,-0.21652,-0.18127,-0.28183,
0.01007,-0.10574,-0.30867,-0.225902,0.0424094,-0.25949,0.01007,-0.10574,-0.30867,
-0.06042,0.28198,-0.31203,-0.225902,0.0424094,-0.25949,-0.06042,0.28198,-0.31203,
-0.03021,0.25177,-0.24828,-0.225902,0.0424094,-0.25949,-0.03021,0.25177,-0.24828,
-0.28198,-0.23666,-0.13421,-0.225902,0.0424094,-0.25949,-0.28198,-0.23666,-0.13421,
-0.23163,0.16113,-0.24828,-0.225902,0.0424094,-0.25949,-0.23163,0.16113,-0.24828,
-0.38773,0.12085,-0.51669,-0.225902,0.0424094,-0.25949,-0.38773,0.12085,-0.51669,
-0.37766,0.02518,-0.49992,-0.225902,0.0424094,-0.25949,-0.37766,0.02518,-0.49992,
-0.36255,-0.23163,-0.2315,-0.225902,0.0424094,-0.25949,-0.36255,-0.23163,-0.2315,
-0.30716,-0.04028,-0.22144,-0.225902,0.0424094,-0.25949,-0.30716,-0.04028,-0.22144,
-0.29709,0.02518,0.05368,-0.225902,0.0424094,-0.25949,-0.29709,0.02518,0.05368,
-0.41794,0.13596,-0.29861,-0.225902,0.0424094,-0.25949,-0.41794,0.13596,-0.29861,
-0.42801,0.01511,-0.19795,-0.225902,0.0424094,-0.25949,-0.42801,0.01511,-0.19795,
-0.30212,0.14905,-0.28183,-0.225902,0.0424094,-0.25949,-0.30212,0.14905,-0.28183,
-0.2417,0.12085,-0.1946,-0.225902,0.0424094,-0.25949,-0.2417,0.12085,-0.1946,
-0.09064,-0.10574,-0.40262,-0.225902,0.0424094,-0.25949,-0.09064,-0.10574,-0.40262,
-0.37866,-0.02014,-0.42409,-0.225902,0.0424094,-0.25949,-0.37866,-0.02014,-0.42409,
-0.20645,0,-0.38249,-0.225902,0.0424094,-0.25949,-0.20645,0,-0.38249,
-0.22659,-0.05035,-0.31538,-0.225902,0.0424094,-0.25949,-0.22659,-0.05035,-0.31538,
-0.12589,0.07553,-0.19124,-0.225902,0.0424094,-0.25949,-0.12589,0.07553,-0.19124,
-0.1561,0.23666,-0.19124,-0.225902,0.0424094,-0.25949,-0.1561,0.23666,-0.19124,
-0.28601,-0.22156,-0.17178,-0.225902,0.0424094,-0.25949,-0.28601,-0.22156,-0.17178,
-0.27695,-0.17624,-0.53682,-0.225902,0.0424094,-0.25949,-0.27695,-0.17624,-0.53682,
-0.25681,0.14603,-0.33551,-0.225902,0.0424094,-0.25949,-0.25681,0.14603,-0.33551,
-0.19638,-0.03525,-0.29861,-0.225902,0.0424094,-0.25949,-0.19638,-0.03525,-0.29861,
-0.14502,0.09668,-0.23352,-0.225902,0.0424094,-0.25949,-0.14502,0.09668,-0.23352,
-0.44815,0.07553,-0.24493,-0.225902,0.0424094,-0.25949,-0.44815,0.07553,-0.24493,
-0.21149,0.08057,-0.27177,-0.225902,0.0424094,-0.25949,-0.21149,0.08057,-0.27177,
-0.40787,-0.0705,-0.18789,-0.225902,0.0424094,-0.25949,-0.40787,-0.0705,-0.18789,
-0.20142,-0.26184,-0.24828,-0.225902,0.0424094,-0.25949,-0.20142,-0.26184,-0.24828,
-0.36255,0.11078,-0.36236,-0.225902,0.0424094,-0.25949,-0.36255,0.11078,-0.36236,
-0.24673,-0.16617,-0.42275,-0.225902,0.0424094,-0.25949,-0.24673,-0.16617,-0.42275,
-0.29709,0.02518,-0.40933,-0.225902,0.0424094,-0.25949,-0.29709,0.02518,-0.40933,
-0.14099,0.03021,-0.359,-0.225902,0.0424094,-0.25949,-0.14099,0.03021,-0.359,
-0.19135,-0.16113,-0.23486,-0.225902,0.0424094,-0.25949,-0.19135,-0.16113,-0.23486,
-0.28198,0.1712,-0.41604,-0.225902,0.0424094,-0.25949,-0.28198,0.1712,-0.41604,
-0.11078,0.42297,-0.42946,-0.225902,0.0424094,-0.25949,-0.11078,0.42297,-0.42946,
-0.29205,-0.06546,-0.27848,-0.225902,0.0424094,-0.25949,-0.29205,-0.06546,-0.27848,
-0.43304,0.02014,-0.46972,-0.225902,0.0424094,-0.25949,-0.43304,0.02014,-0.46972,
-0.22156,0.06445,-0.28988,-0.225902,0.0424094,-0.25949,-0.22156,0.06445,-0.28988,
-0.05035,0.1561,-0.15434,-0.225902,0.0424094,-0.25949,-0.05035,0.1561,-0.15434,
-0.14603,-0.06042,-0.25499,-0.225902,0.0424094,-0.25949,-0.14603,-0.06042,-0.25499,
-0.34241,-0.10876,-0.1691,-0.225902,0.0424094,-0.25949,-0.34241,-0.10876,-0.1691,
-0.18631,0.19638,-0.28854,-0.225902,0.0424094,-0.25949,-0.18631,0.19638,-0.28854,
-0.11078,0.26688,-0.44959,-0.225902,0.0424094,-0.25949,-0.11078,0.26688,-0.44959,
0.03525,0.14603,-0.24157,-0.225902,0.0424094,-0.25949,0.03525,0.14603,-0.24157,
-0.07553,-0.21149,-0.08388,-0.225902,0.0424094,-0.25949,-0.07553,-0.21149,-0.08388,
-0.33234,-0.05035,-0.2919,-0.225902,0.0424094,-0.25949,-0.33234,-0.05035,-0.2919,
-0.18127,-0.01511,-0.20131,-0.225902,0.0424094,-0.25949,-0.18127,-0.01511,-0.20131,
1.86813,0.34744,-0.01678,-0.225902,0.0424094,-0.25949,1.86813,0.34744,-0.01678,
-1.76239,1.67175,3.7477,-0.225902,0.0424094,-0.25949,-1.76239,1.67175,3.7477,
-5.1059,-3.19244,-10.5486,-0.225902,0.0424094,-0.25949,-5.1059,-3.19244,-10.5486,
11.1987,-12.9762,-10.9176,-0.225902,0.0424094,-0.25949,11.1987,-12.9762,-10.9176,
2.60834,9.22989,-4.33485,-0.225902,0.0424094,-0.25949,2.60834,9.22989,-4.33485,
8.63571,12.9511,-3.13035,-0.225902,0.0424094,-0.25949,8.63571,12.9511,-3.13035,
5.7605,11.4052,-1.93256,-0.225902,0.0424094,-0.25949,5.7605,11.4052,-1.93256,
-5.01022,-10.101,-3.39541,-0.225902,0.0424094,-0.25949,-5.01022,-10.101,-3.39541,
-13.9531,-11.949,-3.56316,-0.225902,0.0424094,-0.25949,-13.9531,-11.949,-3.56316,
-16.3097,7.94083,1.08371,-0.225902,0.0424094,-0.25949,-16.3097,7.94083,1.08371,
-7.81998,0.63446,2.77135,-0.225902,0.0424094,-0.25949,-7.81998,0.63446,2.77135,
-1.19843,-7.93579,-0.51334,-0.225902,0.0424094,-0.25949,-1.19843,-7.93579,-0.51334,
-1.48041,-2.66373,0.38249,-0.225902,0.0424094,-0.25949,-1.48041,-2.66373,0.38249,
0.10574,0.22659,-0.66096,-0.225902,0.0424094,-0.25949,0.10574,0.22659,-0.66096,
2.13501,8.3252,-0.22815,-0.225902,0.0424094,-0.25949,2.13501,8.3252,-0.22815,
0.23666,4.10385,0.24493,-0.225902,0.0424094,-0.25949,0.23666,4.10385,0.24493,
-1.65161,-0.65964,-0.95622,-0.225902,0.0424094,-0.25949,-1.65161,-0.65964,-0.95622,
-5.01022,-17.3872,-3.5531,-0.225902,0.0424094,-0.25949,-5.01022,-17.3872,-3.5531,
-1.81778,6.9841,-13.2562,-0.225902,0.0424094,-0.25949,-1.81778,6.9841,-13.2562,
9.66797,37.0555,-4.66701,-0.225902,0.0424094,-0.25949,9.66797,37.0555,-4.66701,
4.08371,9.40613,-0.0302,-0.225902,0.0424094,-0.25949,4.08371,9.40613,-0.0302,
-4.71817,-12.9611,3.43231,-0.225902,0.0424094,-0.25949,-4.71817,-12.9611,3.43231,
-12.1403,-40.399,2.53313,-0.225902,0.0424094,-0.25949,-12.1403,-40.399,2.53313,
-6.9841,-17.6189,-0.67774,-0.225902,0.0424094,-0.25949,-6.9841,-17.6189,-0.67774,
-3.83194,-9.61258,-2.3788,-0.225902,0.0424094,-0.25949,-3.83194,-9.61258,-2.3788,
-0.11078,1.64154,-2.87536,-0.225902,0.0424094,-0.25949,-0.11078,1.64154,-2.87536,
1.16821,2.86514,-1.70106,-0.225902,0.0424094,-0.25949,1.16821,2.86514,-1.70106,
1.99905,5.11597,-0.75491,-0.225902,0.0424094,-0.25949,1.99905,5.11597,-0.75491,
2.28104,8.56018,-0.51669,-0.225902,0.0424094,-0.25949,2.28104,8.56018,-0.51669,
0.25681,3.50967,0.2315,-0.225902,0.0424094,-0.25949,0.25681,3.50967,0.2315,
-2.62344,-9.05365,1.09378,-0.225902,0.0424094,-0.25949,-2.62344,-9.05365,1.09378,
0.569,-0.33234,-1.47962,-0.225902,0.0424094,-0.25949,0.569,-0.33234,-1.47962,
3.54492,13.6479,1.25885,-0.225902,0.0424094,-0.25949,3.54492,13.6479,1.25885,
1.03226,-4.27505,-1.20114,-0.225902,0.0424094,-0.25949,1.03226,-4.27505,-1.20114,
5.07568,17.8958,-0.1946,-0.225902,0.0424094,-0.25949,5.07568,17.8958,-0.1946,
4.56207,16.1687,-0.10401,-0.225902,0.0424094,-0.25949,4.56207,16.1687,-0.10401,
-5.44327,-14.2149,0.54353,-0.225902,0.0424094,-0.25949,-5.44327,-14.2149,0.54353,
-3.62045,-8.67599,1.20114,-0.225902,0.0424094,-0.25949,-3.62045,-8.67599,1.20114,
-0.43304,-2.17026,0.98641,-0.225902,0.0424094,-0.25949,-0.43304,-2.17026,0.98641,
-7.07474,-24.4569,1.0468,-0.225902,0.0424094,-0.25949,-7.07474,-24.4569,1.0468,
-8.57529,-24.7591,0.95286,-0.225902,0.0424094,-0.25949,-8.57529,-24.7591,0.95286,
-16.3248,-25.323,5.07969,-0.225902,0.0424094,-0.25949,-16.3248,-25.323,5.07969,
-15.9521,-18.2332,-2.01644,-0.225902,0.0424094,-0.25949,-15.9521,-18.2332,-2.01644,
0.7402,-13.9531,-3.98927,-0.225902,0.0424094,-0.25949,0.7402,-13.9531,-3.98927,
15.076,10.1262,-13.6823,-0.225902,0.0424094,-0.25949,15.076,10.1262,-13.6823,
24.472,48.5916,-18.9062,-0.225902,0.0424094,-0.25949,24.472,48.5916,-18.9062,
35.7161,68.9749,-21.1273,-0.225902,0.0424094,-0.25949,35.7161,68.9749,-21.1273,
45.6409,18.8686,-33.2616,-0.225902,0.0424094,-0.25949,45.6409,18.8686,-33.2616,
25.5849,10.5341,-16.0913,-0.225902,0.0424094,-0.25949,25.5849,10.5341,-16.0913,
1.31424,-8.89252,-7.15652,-0.225902,0.0424094,-0.25949,1.31424,-8.89252,-7.15652,
-6.44028,-24.2656,-3.34508,-0.225902,0.0424094,-0.25949,-6.44028,-24.2656,-3.34508,
8.72131,-1.85303,3.53968,-0.225902,0.0424094,-0.25949,8.72131,-1.85303,3.53968,
